evse_sequential_id,evse_charge_month,evse_id,evse_mean_sessions,evse_mean_duration,evse_mean_energy_wh,evse_sum_duration,evse_sum_energy_wh,location_latitude,location_longitude,location_postal_code,location_city,,Pincode,Latitude of nearest fast charger,Longitude of the nearest fast charger,Distance from the nearet fast charger(in Km)
5408,01.01.22,DE*EDR*E11000317*2,-5.036755605,-15.61236045,403.183802,-282.0056917,-113424.3197,53.298955,9.535043,27419,Tiste,,274,53.850924,8.715758,81.80999674
5413,01.04.21,DE*EDR*E22100019*1,-20.94817189,-23.97665519,-11589.42496,-611.1579985,-348825.0011,54.803352,9.328803,24983,Handewitt,,249,52.382725,9.333851,269.1616477
5415,01.02.22,DE*UFC*E110126*1,-0.811882336,2.330827732,12257.62606,-93.27774359,381942.4528,50.404134,11.773038,95180,Berg,,951,50.217945,11.937066,23.75493267
5417,01.01.21,DE*EDR*E21000149*1,36.17227217,-2.781752398,2455.659109,889.1844715,539554.5583,47.927117,11.401748,82335,Berg,,823,47.76578557,11.35917449,18.21839306
5418,01.08.21,DE*EDR*E02100058*1,4.291639841,-6.924785673,2692.143753,-118.8940627,22979.25537,51.198028,14.330231,2625,02625 Bautzen,,262,53.041733,8.22121386,464.5467582
5420,01.06.21,DE*EDR*E21000158*1,1.886029435,-10.6091082,5434.669739,-74.95937296,157323.5186,51.630256,7.873384,59069,Hamm,,590,51.66959,7.81033,6.168818644
5422,01.01.20,DE*EDR*E02100042*1,4.626019314,7.191245596,9811.378729,225.5312987,155701.2921,51.608992,12.187898,6794,Sandersdorf-Brehna,,679,51.555342,12.19287,5.975491491
5423,01.02.20,DE*EDR*E22100054*1,-9.698916901,-7.926029466,-282.2571887,-302.1027449,-163579.4186,54.070886,10.755442,23730,23730 Sierksdorf,,237,54.09928,10.82748,5.660916436
5425,01.11.20,DE*EDR*E21000160*1,-28.26908252,-12.29734065,2165.833534,-766.9486064,-453262.2855,51.411443,7.498424,58099,Hagen,,580,51.377904,7.452426,4.908454721
5426,01.08.20,DE*EDR*E22100035*1,17.06316464,-2.921544551,3397.3522,330.541381,340156.1457,54.366156,9.670627,24791,24791 Alt-Duvenstedt,,247,54.32017008,9.626915146,5.84591625
5427,01.07.20,DE*EDR*E02100072*1,-15.57950623,-16.71924235,1440.787561,-529.7879823,-291027.1909,51.435207,11.426726,6542,06542 Wolferstedt,,654,49.99718,8.4241166,265.0247428
5429,01.08.19,DE*EDR*E72100096*1,-30.17582651,8.901014533,4721.831547,-953.2298306,-467666.741,48.80881,8.18106,76532,76532 Baden Baden,,765,48.818245,8.302521,8.955423109
5430,01.03.22,DE*EDR*E92100037*1,50.53994247,-4.089956143,5038.851875,1320.794478,1050886.995,49.271799,11.601929,92355,92355 Velburg,,923,49.312984,11.475445,10.25242222
5431,01.05.21,DE*EDR*E11000312*2,7.203453127,-14.33370225,5656.919401,154.3707114,177076.0359,50.421205,10.350991,97638,Mellrichstadt,,976,50.1800788,10.0783839,33.07239389
5432,01.03.21,DE*UFC*E320108*1,-21.27436396,-4.127972047,410.8900042,-550.8364899,-725438.2607,50.897495,7.153358,51503,RÃ¶srath,,515,50.884242,7.186257,2.738005205
5433,01.02.19,DE*EDR*E02100018*1,-1.959565078,0.480428112,5220.749871,-53.12007392,-52131.17706,51.060482,13.572325,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.8698694
5435,01.07.21,DE*EDR*E21000194*1,8.47094174,-25.70369343,6069.786708,-37.55922117,349345.9936,51.571066,7.102529,45892,Gelsenkirchen,,458,51.521511,7.073921,5.854611577
5436,01.01.22,DE*EDR*E02100017*1,6.626019314,-3.01430996,4712.212062,100.5312987,101191.2921,51.063068,13.570808,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.5970861
5437,01.05.21,DE*EDR*E21000188*1,11.71201752,-6.401424597,2340.723942,37.40410775,184710.9614,48.058901,10.845777,86899,Landsberg am Lech,,868,48.1970802,10.75851417,16.67404536
5438,01.05.18,DE*EDR*E02100064*1,19.16576467,-5.00274424,-1836.329567,428.750935,139006.6951,51.655934,11.822297,6420,06420 KÃ¶nnern,,642,49.906861,8.648861,295.9325384
5439,01.03.22,DE*UFC*E110008*1,43.55617195,-82.62918037,-617.6037949,735.7871639,760322.8834,54.092765,9.929822,24537,NeumÃ¼nster,,245,54.180057,9.94417,9.751327225
5440,01.04.21,DE*EDR*E92100039*1,-19.24770851,15.49699535,11933.75817,-430.0012318,-273011.0486,49.308275,10.968714,91126,91126 Kammerstein,,911,49.323136,11.042675,5.610095326
5446,01.04.22,DE*EDR*E22100030*1,5.051828109,0.467789257,3193.538003,126.8420015,89054.99889,53.520118,10.805807,23899,23899 Gudow,,238,50.865765,10.252332,297.5493706
5448,01.03.20,DE*EDR*E02100043*1,2.067954294,1.279254306,5103.928182,74.20226772,39055.15259,51.607277,12.183264,6794,06794 Sandersdorf-Brehna,,679,51.555342,12.19287,5.812927442
5456,01.12.19,DE*EDR*E02100064*1,-7.946050519,2.497350693,7068.94398,-239.0270445,-134296.4994,51.655934,11.822297,6420,06420 KÃ¶nnern,,642,49.906861,8.648861,295.9325384
5457,01.04.20,DE*EDR*E62100049*1,-28.99672088,1.088059483,5314.70591,-791.0275596,-408743.9801,50.096868,8.353418,65207,65207 Wiesbaden,,652,50.048154,8.217435,11.11404241
5459,01.01.21,DE*EDR*E21000134*1,-20.0687062,2.661259745,-783.0326987,-654.3377412,-359463.6744,49.748466,11.509936,91257,Pegnitz,,912,49.66416,11.47072,9.789380639
5460,01.09.21,DE*EDR*E12100067*1,108.8232918,-8.113264132,6420.137166,3213.057841,2302053.331,53.115301,12.466908,16909,16909 Heiligengrabe,,169,53.067119,12.532982,6.940584227
5463,01.07.21,DE*EDR*E62100024*1,61.12171634,-12.83096406,4862.10622,1462.941671,1097969.457,49.946873,8.611233,64331,64331 Weiterstadt,,643,49.8120551,8.5791129,15.16670972
5464,01.03.22,DE*UFC*E210012*1,-67.25564966,40.0193594,17660.98619,-1771.384408,-1475116.951,49.410299,8.339939,67125,Dannstadt,,671,49.385831,8.391853,4.638509756
5465,01.04.22,DE*UFC*E320102*1,221.2404107,6.295526671,3430.502172,5377.124396,6257559.348,48.337404,11.608041,85376,Neufahrn bei Freising,,853,48.38330103,11.75294101,11.85984504
5466,01.01.21,DE*EDR*E21000203*1,-5.224806343,1.67144822,5101.962583,-308.5261737,33497.1988,52.421196,9.565675,30826,Garbsen,,308,52.44352,9.7226936,10.93071006
5467,01.02.20,DE*EDR*E12100066*1,4.439115115,-7.680011221,2310.631025,-30.03192793,52387.13325,53.115207,12.469085,16909,16909 Heiligengrabe,,169,53.067119,12.532982,6.840916657
5468,01.09.20,DE*EDR*E02100018*1,-11.57538842,-7.713024902,434.7200786,-432.030305,-248204.9795,51.060482,13.572325,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.8698694
5471,01.10.21,DE*UFC*E320109*2,-61.38334583,-20.86134913,-16185.15297,-1678.174089,-1652907.177,50.806619,7.220173,53721,Siegburg,,537,50.798281,7.20399,1.467292457
5473,01.07.19,DE*EDR*E62100049*1,-7.367407039,-8.310020001,7247.856733,-102.6402142,64665.58853,50.096868,8.353418,65207,65207 Wiesbaden,,652,50.048154,8.217435,11.11404241
5476,01.07.18,DE*EDR*E02100058*1,13.42049377,-22.09762072,-2396.780007,25.21201775,-627.1908772,51.198028,14.330231,2625,02625 Bautzen,,262,53.041733,8.22121386,464.5467582
5478,01.10.21,DE*EDR*E02100085*1,33.92667588,-0.312260595,7000.301087,1241.848929,749310.7239,50.466056,12.184668,8527,08527 Plauen,,852,48.238569,11.353808,254.8871783
5481,01.01.22,DE*EDR*E21000186*1,3.189171944,-16.48321002,2339.785254,-395.0741574,-144819.5622,51.157466,6.962181,42697,Solingen,,426,51.157162,6.963942,0.127378762
5482,01.05.21,DE*EDR*E02100043*1,21.16576467,1.392680596,6331.967819,709.750935,455697.6951,51.607277,12.183264,6794,06794 Sandersdorf-Brehna,,679,51.555342,12.19287,5.812927442
5483,01.01.22,DE*EDR*E21000152*1,7.001648419,4.79072559,5639.304006,211.8767292,110260.4704,49.898259,9.394119,63879,Weibersbrunn,,638,49.994494,9.070137,25.53287081
5484,01.11.21,DE*EDR*E22100035*1,40.38281631,-11.99906097,1367.23176,953.1584058,641137.3531,54.366156,9.670627,24791,24791 Alt-Duvenstedt,,247,54.32017008,9.626915146,5.84591625
5487,01.04.21,DE*EDR*E22100080*1,-12.94817189,3.467789257,5018.352817,-340.1579985,-187435.0011,53.818625,10.479484,23858,Reinfeld,,238,50.865765,10.252332,328.7049838
5488,01.01.22,DE*UFC*E210011*1,17.41873173,-3.380494439,-599.7494688,-118.2919007,196549.7882,51.56778,13.927832,1994,Schipkau,,199,51.535798,13.914721,3.66995778
5490,01.12.21,DE*EDR*E99000506*1,9.053949481,-12.26190857,-1261.79676,-34.02704455,-3926.49936,51.655961,11.817886,6420,06420 KÃ¶nnern,,642,49.906861,8.648861,295.7008947
5492,01.09.20,DE*EDR*E02100072*1,-4.575388418,3.113898175,8087.220079,-48.03030503,-164.9794725,51.435207,11.426726,6542,06542 Wolferstedt,,654,49.99718,8.4241166,265.0247428
5493,01.06.20,DE*EDR*E12100020*1,12.8366681,-8.30743538,1762.759674,185.8890971,152926.1984,52.133086,12.754556,14823,14823 MÃ¼hlenflieÃŸ-Grabow,,148,52.160095,12.779865,3.464375468
5496,01.05.22,DE*EDR*E22100030*1,-0.573587154,5.494159527,5386.760904,52.76826406,68568.45358,53.520118,10.805807,23899,23899 Gudow,,238,50.865765,10.252332,297.5493706
5497,01.04.21,DE*EDR*E11000308*2,-19.17113161,-21.66018199,-1556.545281,-725.5555512,-432512.4188,50.423684,10.349945,97638,Mellrichstadt,,976,50.1800788,10.0783839,33.25281762
5499,01.02.21,DE*UFC*E210039*1,-74.59109961,0.817680808,-8375.492727,-2008.737588,-2166668.817,50.094794,8.352369,65207,Wiesbaden,,652,50.048154,8.217435,10.93769996
5502,01.04.22,DE*EDR*E22100001*1,36.56270473,-0.700125369,2806.831476,999.2601161,612301.1307,54.09272,9.92966,24537,24537 NeumÃ¼nster,,245,54.180057,9.94417,9.757324727
5505,01.10.20,DE*EDR*E21000184*1,1.075850222,2.604300135,7426.776477,95.7914569,250309.6306,52.07187,8.664632,32107,Bad Salzuflen,,321,52.06697,8.75456,6.170878791
5506,01.09.21,DE*EDR*E02100057*1,-0.575388418,-7.011101825,2345.553412,-152.030305,-53074.97947,51.200127,14.329909,2625,02625 Bautzen,,262,53.041733,8.22121386,464.4154945
5509,01.04.22,DE*UFC*E110123*1,-23.06113733,3.570524591,2040.805552,-698.3329973,-596492.1297,50.406273,11.773572,95180,Berg,,951,50.217945,11.937066,23.94397144
5510,01.03.22,DE*EDR*E21000193*1,3.796668206,12.99310067,10194.31801,590.3623105,336371.1718,48.418731,10.812146,86368,Gersthofen,,863,48.406458,10.95206,10.41640767
5511,01.01.21,DE*EDR*E11000311*2,-1.036755605,-21.7552176,-1626.868146,-237.0056917,-79402.31972,53.483845,10.024303,21109,Hamburg,,211,53.50427,9.98539,3.432815891
5512,01.04.22,DE*UFC*E210016*1,-61.52736156,-17.43195832,-7316.922566,-2176.21976,-1442551.648,51.65177,6.199559,47652,Weeze,,476,51.66566,6.17332,2.379363137
5513,01.07.20,DE*EDR*E22100019*1,-12.31885805,-7.762063559,6453.538077,-357.7706532,-135885.4324,54.803352,9.328803,24983,Handewitt,,249,52.382725,9.333851,269.1616477
5516,01.03.22,DE*EDR*E21000282*1,9.897300525,-7.741440856,-5216.392158,49.34560894,448150.4028,52.508436,13.260635,14055,Berlin,,140,52.500152,13.273421,1.263898575
5517,01.09.21,DE*UFC*E110116*1,15.31511317,-4.159802529,-8693.202829,255.7421219,52384.65834,49.839264,12.172418,92670,Windischeschenbach,,926,49.66344,12.14901,19.62293227
5519,01.08.21,DE*UFC*E320125*2,-27.13300576,0.990803774,-4736.893079,-778.6724273,-777623.2845,50.58188084,7.47883551,56593,Krunkel,,565,50.431696,7.4575,16.76781377
5522,01.01.21,DE*EDR*E72100096*1,-8.841447039,-1.279569453,-2547.256107,-583.8044692,-322064.7043,48.80881,8.18106,76532,76532 Baden Baden,,765,48.818245,8.302521,8.955423109
5524,01.06.20,DE*EDR*E02100043*1,22.94886453,1.411890058,4181.43747,794.2190657,404634.0199,51.607277,12.183264,6794,06794 Sandersdorf-Brehna,,679,51.555342,12.19287,5.812927442
5528,01.07.20,DE*UFC*E110119*1,25.45288333,-26.84063414,-6691.832097,896.4497583,-341943.4556,51.424935,6.992892,45131,Essen,,451,51.452388,7.013563,3.372156314
5529,01.04.22,DE*EDR*E21000180*1,-18.08600664,13.59960308,14355.42936,-448.5512376,-66414.47907,50.947866,11.196966,99198,MÃ¶nchenholzhausen,,991,51.113131,10.933049,26.04465825
5530,01.11.21,DE*EDR*E21000157*1,16.54845642,-18.39215728,4252.371101,321.5445235,354155.9615,50.817141,6.215553,52249,Eschweiler,,522,50.818,6.215,0.103114768
5531,01.03.22,DE*EDR*E22100030*1,-1.671397529,11.10528973,6896.245543,86.21959679,50255.91103,53.520118,10.805807,23899,23899 Gudow,,238,50.865765,10.252332,297.5493706
5536,01.03.22,DE*EDR*E21000157*1,21.0051192,-8.523679454,6466.352169,493.0238291,514224.6513,50.817141,6.215553,52249,Eschweiler,,522,50.818,6.215,0.103114768
5538,01.05.20,DE*EDR*E22100053*1,-8.573587154,-0.791554759,1697.546618,-243.2317359,-100520.5464,54.068219,10.756875,23730,23730 Sierksdorf,,237,54.09928,10.82748,5.75658669
5541,01.09.21,DE*UFC*E320105*2,-48.40022498,22.94897715,-342.7960212,-1276.407561,-1339706.052,53.424101,9.963027,21077,Hamburg,,210,53.483558,10.211489,17.73021238
5543,01.06.21,DE*EDR*E21000178*1,38.25413902,8.000414221,7317.238825,1396.350026,956588.0534,49.748483,11.514098,91257,Pegnitz,,912,49.66416,11.47072,9.881549093
5545,01.12.21,DE*EDR*E21000151*1,-27.64077603,4.356253731,9629.532553,-842.8960844,-441091.4658,48.588522,13.366734,94036,Passau,,940,48.559526,13.4225,5.218119141
5546,01.06.19,DE*EDR*E12100075*1,-26.1633319,-0.58243538,15186.00967,-870.1109029,-412283.8016,53.510538,10.852775,19246,19246 Valluhn,,192,53.3003,11.0516,26.83673007
5548,01.11.20,DE*UFC*E110022*1,-20.09012532,-20.07968537,-7509.073634,-653.2905,-643995.6975,53.510523,10.852898,19246,LÃ¼ttow-Valluhn,,192,53.3003,11.0516,26.83127476
5551,01.09.20,DE*EDR*E62100025*1,2.636710771,-1.605820922,5326.344431,35.11746301,155457.7999,49.946431,8.608135,64331,64331 Weiterstadt,,643,49.8120551,8.5791129,15.08593552
5553,01.10.20,DE*EDR*E11000319*2,-40.10800112,551.0567238,3513.031542,312.0733767,-698628.0314,51.771942,7.177018,45721,Haltern am See,,457,51.64476422,7.102951204,15.03422782
5555,01.02.20,DE*EDR*E91100088*1,-3.370127855,-7.765533972,2981.848282,-185.6406616,-173639.2581,49.839264,12.172418,92670,Windischeschenbach,,926,49.66344,12.14901,19.62293227
5558,01.03.21,DE*EDR*E11000310*2,-5.594820625,-23.26641524,-2137.242936,-366.3347227,-156625.4592,53.484188,10.026537,21109,Hamburg,,211,53.50427,9.98539,3.520656599
5561,01.04.19,DE*EDR*E99000502*1,-28.99672088,8.230916626,2808.991624,-691.0275596,-443823.9801,50.356513,8.692383,61239,61239 Ober-MÃ¶rlen,,612,50.341922,8.530458,11.60325077
5566,01.02.22,DE*EDR*E21000146*1,54.64524603,12.55507456,8283.061877,2004.854119,1309645.904,52.913791,8.425558,27801,DÃ¶tlingen,,278,53.0557945,8.5012833,16.58382558
5567,01.12.18,DE*EDR*E11000146*2,-7.330252383,-4.797258139,3058.228442,-272.2291947,-215186.9541,51.38224573,9.24671866,34289,Zierenberg,,342,51.2288935,9.4296715,21.27247406
5568,01.06.21,DE*EDR*E11000315*2,22.0129139,-14.47247628,5909.183669,535.1572796,463628.9869,51.927961,8.529158,33659,Bielefeld,,336,52.028614,8.556061,11.34277083
5569,01.07.21,DE*UFC*E320118*1,68.47264601,-3.058008259,3863.715488,1792.801096,2179183.557,51.866395,8.369457,33334,GÃ¼tersloh,,333,51.883901,8.354353,2.205511857
5570,01.09.21,DE*UFC*E320120*1,-43.24973375,6.571957144,1319.231737,-1351.395555,-1145483.384,52.640902,13.244103,16540,Hohen Neuendorf,,165,52.662394,13.271513,3.021586366
5571,01.04.21,DE*EDR*E62100006*1,-33.99672088,2.730916626,5211.134481,-923.0275596,-495893.9801,50.300134,8.234582,65520,65520 Bad Camberg,,655,50.300794,8.234861,0.076017035
5572,01.05.18,DE*EDR*E82100083*1,23.55031565,-24.38355785,-11510.17213,-618.0458865,-515815.6081,48.124006,11.759489,85622,Vaterstetten,,856,48.08001,11.87231,9.701495838
5574,01.02.22,DE*EDR*E02100072*1,18.04043492,-1.616346082,6237.612041,501.8799261,358318.8229,51.435207,11.426726,6542,06542 Wolferstedt,,654,49.99718,8.4241166,265.0247428
5575,01.12.18,DE*EDR*E02100018*1,-6.946050519,-6.184467489,2539.853071,-299.0270445,-163216.4994,51.060482,13.572325,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.8698694
5576,01.04.18,DE*EDR*E02100058*1,6.791179932,-5.363301058,491.9311062,81.8246724,-8956.759558,51.198028,14.330231,2625,02625 Bautzen,,262,53.041733,8.22121386,464.5467582
5577,01.11.20,DE*UFC*E110023*1,-15.05331057,-18.45073459,579.5519056,-630.3845916,-514355.1608,47.909206,7.592225,79258,Hartheim-Bremgarten,,792,47.970762,7.721949,11.84176773
5579,01.10.18,DE*EDR*E22100036*1,-17.81267594,-16.66514674,-3217.836383,-568.1337416,-303214.5177,54.363349,9.671023,24791,Alt-Duvenstedt,,247,54.32017008,9.626915146,5.58809427
5581,01.09.21,DE*UFC*E320103*1,-24.43252153,0.268220288,1113.763904,-831.4233008,-750338.5635,53.424115,9.966417,21077,Hamburg,,210,53.483558,10.211489,17.52154859
5583,01.12.21,DE*UFC*E210039*1,16.42241495,-5.6075827,-5937.141847,-12.64455845,278306.861,50.094794,8.352369,65207,Wiesbaden,,652,50.048154,8.217435,10.93769996
5585,01.04.22,DE*UFC*E320101*2,-63.72729277,10.1646122,-8785.322926,-1452.859864,-1763994.14,48.337413,11.608175,85376,Neufahrn bei Freising,,853,48.38330103,11.75294101,11.85047726
5586,01.03.21,DE*UFC*E320109*2,-54.24206741,6.771832438,-8045.531826,-1411.82075,-1537547.749,50.806619,7.220173,53721,Siegburg,,537,50.798281,7.20399,1.467292457
5588,01.03.21,DE*EDR*E02100057*1,-11.93204571,7.612587639,10501.07104,-332.7977323,-180484.8474,51.200127,14.329909,2625,02625 Bautzen,,262,53.041733,8.22121386,464.4154945
5591,01.02.21,DE*EDR*E21000182*1,-14.02240017,-6.293335359,5566.820363,-441.2985125,-136551.6784,51.632195,7.87476,59069,Hamm,,590,51.66959,7.81033,6.086783283
5597,01.04.22,DE*UFC*E110119*1,-49.17643051,-13.23739185,4607.610205,-1370.937587,-1184599.024,51.424935,6.992892,45131,Essen,,451,51.452388,7.013563,3.372156314
5598,01.11.21,DE*EDR*E21000210*1,60.1596429,-19.25473157,-6438.615023,210.4603869,1297569.027,51.12548,6.7975,41541,Dormagen,,415,51.061111,6.820522,7.335859339
5599,01.04.22,DE*UFC*E320103*1,7.934046819,5.048410217,3932.524193,243.4316767,264257.6564,53.424115,9.966417,21077,Hamburg,,210,53.483558,10.211489,17.52154859
5603,01.03.21,DE*UFC*E210015*1,-54.25058719,-14.08756996,797.6302908,-1992.842165,-1188619.736,51.125661,6.602056,41516,Grevenbroich,,415,51.061111,6.820522,16.86089429
5606,01.09.19,DE*EDR*E31100047*1,-2.959590281,122.3451514,3961.77274,3572.767545,-94618.43423,50.52085,8.7554999,35415,35415 Pohlheim,,354,50.491861,8.655611,7.764754171
5608,01.08.20,DE*EDR*E31100047*1,-12.09256202,-7.92880627,2432.426516,-550.0962128,-297865.1994,50.52085,8.7554999,35415,35415 Pohlheim,,354,50.491861,8.655611,7.764754171
5609,01.08.21,DE*EDR*E62100050*1,29.50373903,-8.003083201,1693.618351,301.2537054,335191.0348,50.094757,8.352353,65207,65207 Wiesbaden,,652,50.048154,8.217435,10.93474753
5610,01.04.22,DE*EDR*E92100037*1,44.26316811,-0.625339412,6330.499231,1427.416883,1030335.083,49.271799,11.601929,92355,92355 Velburg,,923,49.312984,11.475445,10.25242222
5613,01.10.20,DE*EDR*E92100037*1,-24.60133595,4.857109203,9379.502338,-711.5588603,-370314.4333,49.271799,11.601929,92355,92355 Velburg,,923,49.312984,11.475445,10.25242222
5614,01.03.22,DE*UFC*E320108*2,-57.24206741,-12.56150089,-4275.031826,-1590.82075,-1560411.749,50.897495,7.153358,51503,RÃ¶srath,,515,50.884242,7.186257,2.738005205
5616,01.05.22,DE*UFC*E320128*2,0.452955204,11.48632786,1356.751998,339.2672712,-96736.09488,53.74383,9.939781,25451,Quickborn,,254,53.71812,9.759808,12.17897833
5617,01.06.21,DE*UFC*E210032*1,-13.87387207,3.298404045,3094.253519,-565.4009552,-233081.7872,47.906337,11.717369,83607,Holzkirchen,,836,47.891644,11.731666,1.950708188
5618,01.09.19,DE*EDR*E02100017*1,-18.57538842,4.863898175,504.7200786,-524.030305,-342774.9795,51.063068,13.570808,1723,01723 Wilsdruff,,172,53.21039,14.004432,240.5970861
5619,01.02.22,DE*UFC*E110011*1,28.45121451,5.717594724,11349.03481,966.1964325,910808.4842,51.105619,11.957228,6721,Teuchern,,672,49.545854,8.352779,309.0622309
5621,01.06.20,DE*EDR*E99000502*1,1.160963719,11.94039971,6681.885203,522.3668337,189636.7993,50.356513,8.692383,61239,61239 Ober-MÃ¶rlen,,612,50.341922,8.530458,11.60325077
5622,01.01.20,DE*EDR*E02100085*1,-0.373980686,9.020305425,7765.481293,51.5312987,10421.29207,50.466056,12.184668,8527,08527 Plauen,,852,48.238569,11.353808,254.8871783
5625,01.04.21,DE*UFC*E320108*1,14.44886167,-4.426562767,1219.498725,445.7859148,246101.8271,50.897495,7.153358,51503,RÃ¶srath,,515,50.884242,7.186257,2.738005205
5627,01.06.20,DE*EDR*E02100057*1,-12.05113547,-8.979135583,104.0656752,-354.7809343,-211395.9801,51.200127,14.329909,2625,02625 Bautzen,,262,53.041733,8.22121386,464.4154945
5628,01.03.21,DE*UFC*E320103*1,-38.78917882,2.023403259,-1161.114573,-1143.190728,-1243776.431,53.424115,9.966417,21077,Hamburg,,210,53.483558,10.211489,17.52154859
5629,01.10.20,DE*EDR*E11000301*2,16.54635763,-4.934768306,3242.699883,470.1621869,331959.4507,51.930074,8.532181,33689,Bielefeld,,336,52.028614,8.556061,11.07854171
5630,01.04.19,DE*EDR*E82100083*1,-23.82426909,-22.104262,-9208.671057,-948.9721491,-663570.0628,48.124006,11.759489,85622,Vaterstetten,,856,48.08001,11.87231,9.701495838
5631,01.12.20,DE*UFC*E110027*1,-44.20491361,2.783770074,-9245.480741,-1240.565688,-1318633.739,49.410137,8.341664,67105,Dannstadt-Schauernheim,,671,49.385831,8.391853,4.527226327
5632,01.07.21,DE*EDR*E62100007*1,32.63259296,-11.4051411,6699.13648,943.3597858,798273.5885,49.690307,8.603811,64625,64625 Bensheim,,646,49.6861354,8.6187296,1.16915747
5633,01.09.21,DE*UFC*E32000114*2,-66.77212706,-10.0113689,-3883.067068,-2060.646123,-1690101.195,52.232271,7.88075,49545,Tecklenburger Land,,495,52.55593418,7.94300521,36.23676252
5634,01.11.21,DE*EDR*E21000146*1,54.21610263,-1.665586266,5438.769077,1620.697155,1133176.544,52.913791,8.425558,27801,DÃ¶tlingen,,278,53.0557945,8.5012833,16.58382558
5637,01.10.21,DE*UFC*E110117*1,-5.18282253,-4.946919784,4609.341397,-176.3786438,-70578.63833,49.836824,12.172453,92670,Windischeschenbach,,926,49.66344,12.14901,19.35285119
5638,01.10.21,DE*EDR*E02100031*1,-4.073324121,-13.75868917,-4784.859627,-290.1510707,-243367.2761,51.090952,13.236838,4741,04720 DÃ¶beln,,474,51.445778,6.635028,460.8325065
5639,01.04.21,DE*UFC*E210008*1,60.47263844,-14.47583296,-1041.744788,465.7802399,1082097.352,51.942285,7.551004,48161,MÃ¼nster,,481,51.967304,7.6431482,6.90009294
5641,01.07.21,DE*UFC*E320116*1,59.37297711,-9.500403377,5462.609109,1668.978594,2154658.398,52.501791,13.277195,14055,Berlin,,140,52.500152,13.273421,0.313806901
5643,01.05.20,DE*EDR*E92100039*1,-1.873123777,9.361749454,7315.011135,114.9250308,52382.40614,49.308275,10.968714,91126,91126 Kammerstein,,911,49.323136,11.042675,5.610095326
5644,01.04.22,DE*EDR*E12100010*1,53.67898351,-5.199359476,6129.650967,1558.494704,1112095.419,52.250741,12.309279,14793,14793 Ziesar,,147,52.430611,12.550501,25.85692955
5647,01.03.22,DE*UFC*E110105*1,-31.37605671,-13.5113833,-8042.821527,-860.3661328,-1092722.52,51.484137,6.763657,47166,Duisburg,,471,51.462389,6.733861,3.179132851
5648,01.08.21,DE*UFC*E320103*1,-34.56549327,-0.943697718,4363.974391,-1204.287058,-850856.3287,53.424115,9.966417,21077,Hamburg,,210,53.483558,10.211489,17.52154859
5650,01.03.22,DE*UFC*E210013*1,-7.058073288,-7.929324465,3246.483098,-702.1037877,-85770.60912,50.929288,6.775,50226,Frechen,,502,50.912347,6.819812,3.662712818
5652,01.05.22,DE*UFC*E110110*1,-46.66407529,-4.497043949,9172.862308,-1396.603705,-1263933.23,51.38118,9.239556,34289,Zierenberg,,342,51.2288935,9.4296715,21.48040206
5653,01.12.20,DE*EDR*E21000157*1,-32.00888561,-21.18817748,-1571.563067,-1086.205483,-472897.0007,50.817141,6.215553,52249,Eschweiler,,522,50.818,6.215,0.103114768
5654,01.03.22,DE*UFC*E210007*1,58.63612974,-6.241552998,2856.126487,916.7506355,1422355.578,51.774475,7.639402,59387,Ascheberg,,593,51.766927,7.460827,12.31611493
5655,01.07.18,DE*EDR*E12100015*1,10.73783621,-19.16442782,-584.5049364,86.9572668,83080.71799,53.855931,13.33372,17129,VÃ¶lschow,,171,53.855673,13.333344,0.037830257
5659,01.12.20,DE*EDR*E02100043*1,8.053949481,-0.541110845,4953.17475,249.9729555,145093.5006,51.607277,12.183264,6794,06794 Sandersdorf-Brehna,,679,51.555342,12.19287,5.812927442
5661,01.04.21,DE*UFC*E110106*1,-37.21099147,-18.83373104,-18761.54733,-1045.873434,-969301.3698,54.363337,9.671053,24791,Alt-Duvenstedt,,247,54.32017008,9.626915146,5.587943476
5663,01.04.22,DE*EDR*E11000319*2,52.75650293,-36.08811797,2725.047132,642.0491198,704603.4852,51.771942,7.177018,45721,Haltern am See,,457,51.64476422,7.102951204,15.03422782
5664,01.12.19,DE*EDR*E02100043*1,7.053949481,0.717350693,5820.94398,248.9729555,148003.5006,51.607277,12.183264,6794,06794 Sandersdorf-Brehna,,679,51.555342,12.19287,5.812927442
5665,01.07.19,DE*EDR*E99000506*1,-13.57950623,-1.819242346,9696.787561,-328.7879823,-178647.1909,51.655961,11.817886,6420,06420 KÃ¶nnern,,642,49.906861,8.648861,295.7008947
5667,01.01.22,DE*EDR*E21000201*1,62.04836937,-1.746714579,4386.879692,1486.998622,1221049.62,53.090906,9.17629,27367,Sottrum,,273,53.19436149,9.289197922,13.74942443
5668,01.06.18,DE*EDR*E92100037*1,16.4208527,-6.017377618,1000.038751,294.8112761,218415.8628,49.271799,11.601929,92355,92355 Velburg,,923,49.312984,11.475445,10.25242222
5671,01.08.18,DE*EDR*E02100085*1,-9.708360159,-12.20419744,-2862.826835,-602.8940627,-313470.7446,50.466056,12.184668,8527,08527 Plauen,,852,48.238569,11.353808,254.8871783
