evse_sequential_id,evse_charge_month,evse_id,evse_mean_sessions,evse_mean_duration,evse_mean_energy_wh,evse_sum_duration,evse_sum_energy_wh,charger_latest_known_status,charger_vendor,charger_model,charger_max_power,charger_max_current,connector_plug_type,connector_plug_power,connector_current_type,charger_first_connection_date,charger_last_connection_date,charger_authentication_modes,location_name,location_latitude,location_longitude,location_postal_code,location_city,location_charge_point_operator_name
5133,2018-11-01,DE*EDR*E22100035*2,-9.23373198344357,32.2496859012137,-2972.52975997024,-269.07352840128,-30385.3338654583,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-31T10:23:52Z,2022-05-12T16:34:44Z,"['R', 'DP']",Hüttener Berge Ost DC,54.366156,9.670627,24791,24791 Alt-Duvenstedt,Tank & Rast
5134,2022-05-01,DE*EDR*E21000184*2,4.69839071449616,-4.83965433480543,-7297.04364493029,-135.538471629487,-64496.0850762657,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-10-07T12:25:07Z,2022-05-12T16:30:37Z,"['NRC', 'NRD', 'R', 'DP']",Am Biggenkopf Nord AC,52.07187,8.664632,32107,Bad Salzuflen,Tank & Rast
5135,2021-07-01,DE*UFC*E110002*1,59.5642928968791,-8.37641459408792,6798.57406721041,2061.53894033047,2250040.25741788,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2020-03-19T07:04:42Z,2022-05-12T16:30:34Z,"['NRC', 'NRD', 'R', 'DP']",Autohof Geiselwind E.ON UFC 1,49.769144,10.47069,96160,Geiselwind,UFC Germany (DE*UFC)
5137,2020-05-01,DE*EDR*E12100009*2,-7.56298005490519,17.2507196887545,-941.183206793789,-100.810967831722,-92340.8133422825,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T08:35:23Z,2022-05-12T16:39:40Z,"['R', 'DP']",Buckautal Nord DC,52.252147,12.307884,14793,14793 Ziesar,Tank & Rast
5138,2021-06-01,DE*EDR*E21000171*2,5.49401810733689,-10.3473933535198,-5457.03314219199,-57.5628743470509,108931.902468714,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-10-19T09:42:01Z,2022-05-12T16:35:32Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Altenburger Land Nord AC,50.860779,12.308123,04626,Schmölln,Tank & Rast
5139,2019-08-01,DE*EDR*E12100020*1,-15.8205565859995,-3.30749723502126,6434.71716412614,-603.22403129479,-202228.566162809,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T11:24:43Z,"['R', 'DP']",Fläming Ost DC,52.133086,12.754556,14823,14823 Mühlenfließ-Grabow,Tank & Rast
5140,2018-12-01,DE*EDR*E02100031*2,-8.56259881587868,-6.05898718502548,-2768.84296355162,-329.258978764408,-106530.186306044,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T08:35:23Z,2022-05-12T16:32:58Z,"['R', 'DP']",Hansens Holz DC,51.090952,13.236838,04741,04720 Döbeln,Tank & Rast
5141,2022-04-01,DE*EDR*E02100042*2,38.3153203649205,0.10683607707762,-5338.78517319053,955.999591163646,243952.695322504,out-of-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-01T10:11:14Z,2022-05-12T16:40:42Z,"['R', 'DP']",Köckern Ost DC,51.608992,12.187898,06794,Sandersdorf-Brehna,Tank & Rast
5142,2019-01-01,DE*EDR*E22100053*2,-3.72988080467249,15.1728945847611,-2057.05163768433,-152.683306451335,23621.3635704851,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-01T11:57:51Z,2022-05-12T16:43:31Z,"['R', 'DP']",Neustädter Bucht Ost DC,54.068219,10.756875,23730,23730 Sierksdorf,Tank & Rast
5143,2021-07-01,DE*EDR*E02100017*1,1.42049377165718,-14.3592423455225,2138.78756087878,-28.7879822507307,-20107.1908772493,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:36:29Z,"['R', 'DP']",Dresdner Tor Nord DC,51.063068,13.570808,01723,01723 Wilsdruff,Tank & Rast
5144,2021-07-01,DE*EDR*E21000158*1,28.3576586766669,-20.0904848081561,5734.4233704908,715.033579129042,626642.307783386,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-10-09T11:40:10Z,2022-05-12T16:36:41Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Rhynern Süd DC,51.630256,7.873384,59069,Hamm,Tank & Rast
5145,2022-05-01,DE*EDR*E21000167*2,-6.81526553751243,-7.31935565958029,-9033.1558179346,-448.691126329488,-441693.750056337,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-12-07T11:26:49Z,2022-05-12T16:31:03Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Würzburg Nord DC,49.755871,9.959829,97084,Würzburg,Tank & Rast
5146,2021-08-01,DE*UFC*E320118*3,-4.72242213760693,-17.4296181444373,-1208.99526070549,-169.715790661761,-16939.755462698,in-service,alpitronic GmbH,HYC_300,22,32,Mennekes,22,AC,2020-11-30T15:37:10Z,2022-05-12T16:31:37Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Gütersloh Nord E.ON UFC-Chademo,51.866395,8.369457,33334,Gütersloh,UFC Germany (DE*UFC)
5147,2020-02-01,DE*EDR*E12100066*2,-12.1774331818511,-10.0800990994211,-3154.53091910589,-557.263862148603,-181642.553696881,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-30T10:12:33Z,2022-05-12T16:35:03Z,"['R', 'DP']",Prignitz Ost DC,53.115207,12.469085,16909,16909 Heiligengrabe,Tank & Rast
5148,2019-08-01,DE*EDR*E11000139*1,-20.7091103188832,-0.582921925810815,-4937.88487238164,-738.328147055941,-433139.886332332,in-service,ABB,MD_TERRA_53,43,63,Mennekes,43,AC,2018-03-02T05:48:43Z,2021-12-30T15:21:02Z,"['NRC', 'NRD', 'R', 'DP']",Am Biggenkopf Nord AC,51.498695,8.987148,34474,Diemelstadt Wrexen,Tank & Rast
5149,2021-11-01,DE*UFC*E320103*2,-40.2135450464079,-23.3015501282562,-16941.4579511515,-1141.65429405434,-1242755.60924365,in-service,alpitronic GmbH,HYC_300,100,145,CHAdeMO,"62,5",DC,2020-10-27T13:43:12Z,2022-05-12T16:30:37Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Harburger Berge Ost 2 E.ON UFC-CCS,53.424115,9.966417,21077,Hamburg,UFC Germany (DE*UFC)
5150,2018-02-01,DE*EDR*E12100015*1,-1.64222263518469,-2.23088639465749,-1140.70465015297,-95.3748248719262,-37583.2681890998,in-service,EFACEC,Efapower-EV QC,0,0,CCS,50,DC,2018-01-29T11:59:00Z,2022-05-12T16:43:26Z,"['R', 'DP']",Demminer Land DC,53.855931,13.33372,17129,Völschow,Tank & Rast
5151,2021-06-01,DE*EDR*E92100037*2,-6.19569559204564,-3.67761159981342,-7467.96247839587,-244.420658123568,-168199.824168539,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-31T15:56:31Z,2022-05-12T16:34:11Z,"['R', 'DP']",Jura Ost DC,49.271799,11.601929,92355,92355 Velburg,Tank & Rast
5152,2021-05-01,DE*UFC*E32000114*2,-59.0309739772604,-18.9270309255694,-9619.93043896025,-1854.86488340233,-1565988.52038098,in-service,alpitronic GmbH,HYC_300,100,145,CHAdeMO,"62,5",DC,2020-10-29T09:06:49Z,2022-05-12T16:31:22Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Tecklenburger Land West AC,52.232271,7.88075,49545,Tecklenburger Land,UFC Germany (DE*UFC)
5153,2022-02-01,DE*EDR*E21000201*2,6.84623667670429,8.35963433238077,-3091.39718249275,213.115315136968,204543.463920654,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-10-22T10:12:16Z,2022-05-12T16:37:27Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Grundbergsee Nord DC,53.090906,9.17629,27367,Sottrum,Tank & Rast
5154,2020-12-01,DE*EDR*E21000171*1,-8.78434864550755,-6.34398096442366,2930.19093030495,-449.577050336927,-74839.9298763677,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-10-19T09:42:01Z,2022-05-12T16:35:32Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Altenburger Land Nord AC,50.860779,12.308123,04626,Schmölln,Tank & Rast
5155,2019-12-01,DE*EDR*E02100043*2,3.43740118412131,-11.5589871850255,-7948.05724926591,-76.2589787644084,-72923.186306044,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-01T11:53:44Z,2022-05-12T16:35:25Z,"['R', 'DP']",Köckern West DC,51.607277,12.183264,06794,06794 Sandersdorf-Brehna,Tank & Rast
5156,2018-08-01,DE*EDR*E12100067*2,-14.9262282628257,-13.0374519216993,-4721.17580645472,-795.037850912158,-366064.121264809,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-30T12:05:33Z,2022-05-12T16:37:55Z,"['R', 'DP']",Prignitz West DC,53.115301,12.466908,16909,16909 Heiligengrabe,Tank & Rast
5157,2019-04-01,DE*EDR*E02100057*2,-13.8253683646016,-18.1265354881146,-6080.23514803741,-426.407261817966,-183426.446504162,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T08:35:23Z,2022-05-12T08:10:49Z,"['R', 'DP']",Oberlausitz Nord DC,51.200127,14.329909,02625,02625 Bautzen,Tank & Rast
5158,2021-12-01,DE*EDR*E92100078*1,-2.98493896445912,-6.46905318955434,-1210.06308298565,-268.852948714256,-182530.788357721,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:32:07Z,"['R', 'DP']",Thüringer Wald Nord DC,50.726515,10.842037,99331,98716 Geraberg,Tank & Rast
5159,2021-12-01,DE*EDR*E22100054*2,-0.301950638520273,-13.9654447624725,-8874.41971972616,-189.24164969465,-41400.4278621911,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-01T10:40:17Z,2022-05-12T16:35:29Z,"['R', 'DP']",Neustädter Bucht West DC,54.070886,10.755442,23730,23730 Sierksdorf,Tank & Rast
5160,2019-04-01,DE*EDR*E22100030*1,-11.948171890848,13.923344812429,8626.57503963262,-205.157998530028,-133255.001114209,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T07:54:43Z,2022-05-12T16:29:39Z,"['R', 'DP']",Gudow Süd DC,53.520118,10.805807,23899,23899 Gudow,Tank & Rast
5161,2020-09-01,DE*EDR*E92100037*1,-18.1034002435865,-11.7980812340837,679.582043441003,-771.438094598304,-340333.136626182,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-01-31T15:56:30Z,2022-05-12T16:34:11Z,"['R', 'DP']",Jura Ost DC,49.271799,11.601929,92355,92355 Velburg,Tank & Rast
5162,2021-12-01,DE*EDR*E21000141*2,-26.8338849037397,2.39295441244557,-4047.35996315659,-651.098935954644,-405717.167058126,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2020-11-11T15:06:16Z,2022-05-12T16:36:35Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Hochfelln Nord DC,47.828935,12.590243,83346,Bergen (Chiemgau),Tank & Rast
5163,2019-06-01,DE*EDR*E02100052*1,1.08955325927835,11.941735982346,7997.86981668351,178.625918643437,169506.161757904,out-of-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T07:41:28Z,2022-05-12T16:33:10Z,"['R', 'DP']",Muldental Süd DC,51.260748,12.705249,04668,04668 Grimma,Tank & Rast
5164,2020-08-01,DE*EDR*E12100009*1,13.3201321435227,-0.384924989556922,4816.33627162609,294.182821686823,356013.575663857,out-of-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:39:40Z,"['R', 'DP']",Buckautal Nord DC,52.252147,12.307884,14793,14793 Ziesar,Tank & Rast
5165,2021-09-01,DE*UFC*E320120*2,-31.2488149119738,-7.70505199162277,-7153.42306074894,-1057.9739196655,-807334.830268606,in-service,alpitronic GmbH,HYC_300,60,87,CHAdeMO,"62,5",DC,2021-09-13T14:57:19Z,2022-05-12T16:31:25Z,"['NRC', 'NRD', 'R', 'DP']",Stolper Heide E.ON UFC 1-CCS,52.640902,13.244103,16540,Hohen Neuendorf,UFC Germany (DE*UFC)
5166,2022-01-01,DE*EDR*E21000171*1,-6.21227881165977,-8.65564161719005,-267.040987653218,-425.018707093613,-66232.1384436914,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-10-19T09:42:01Z,2022-05-12T16:35:32Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Altenburger Land Nord AC,50.860779,12.308123,04626,Schmölln,Tank & Rast
5167,2021-08-01,DE*EDR*E11000310*1,-12.9876833745166,-24.2764429535151,-5716.15989629131,-647.662987295783,-203874.043364287,in-service,ABB,MD_TERRA_53,43,63,Mennekes,43,AC,2020-10-07T14:53:28Z,2022-05-12T16:42:16Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte HH Stillhorn Ost AC,53.484188,10.026537,21109,Hamburg,Tank & Rast
5168,2021-08-01,DE*UFC*E110030*1,-22.9672232453579,-0.191587580020411,2718.58177663752,-834.432705946738,-340252.984098253,in-service,ABB,MD_HVC_CAR,350,508,CHAdeMO,175,DC,2020-07-20T12:54:27Z,2022-05-12T16:36:35Z,"['NRC', 'NRD', 'R', 'DP']",Dannstadt Ost E.ON UFC 2,49.410201,8.34166,67105,Dannstadt-Schauernheim,UFC Germany (DE*UFC)
5169,2021-11-01,DE*UFC*E110021*1,-31.3143337233035,-17.0524160197098,-7170.79095655575,-1230.93877195925,-1015072.43987157,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2020-09-24T06:18:41Z,2022-04-22T06:32:00Z,"['NRC', 'NRD', 'R', 'DP']",Schaalsee-Süd E.ON UFC 1,53.510527,10.852849,19246,Lüttow-Valluhn,UFC Germany (DE*UFC)
5170,2021-07-01,DE*UFC*E320104*2,-43.2636540612527,-18.6299584678647,-16594.5910640291,-1170.75838546979,-1172723.12108692,out-of-service,alpitronic GmbH,HYC_300,100,145,CHAdeMO,625,DC,2020-10-28T10:48:59Z,2022-03-08T20:53:22Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Harburger Berge West E.ON UFC-Chademo,53.424056,9.963125,21077,Hamburg,UFC Germany (DE*UFC)
5171,2019-06-01,DE*EDR*E91100088*2,13.373053327169,7.29388411219259,4637.30119720343,383.962053664645,485680.527677141,in-service,ABB,MD_TERRA_53,22,32,Mennekes,43,AC,2018-03-26T13:30:05Z,2022-05-12T16:31:19Z,"['NRC', 'NRD', 'R', 'DP']",Waldnaabtal West AC,49.839264,12.172418,92670,Windischeschenbach,Tank & Rast
5172,2021-09-01,DE*EDR*E21000283*2,-2.9938677645081,118.080261237538,4175.51809414212,186.2439284174,567743.695353087,out-of-service,EFACEC,Efapower-EV QC,22,32,Mennekes,22,AC,2021-09-13T11:13:09Z,2022-05-04T23:34:06Z,"['NRC', 'NRD', 'R', 'DP']","Königswall 15, Dortmund - DC",51.516576,7.457328,44137,Dortmund,Tank & Rast
5173,2019-01-01,DE*EDR*E99000506*2,-4.9905289820309,-30.9206478377919,-11705.0748815098,-274.700635521093,-52477.3948733677,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-02T07:41:53Z,2022-05-12T16:40:01Z,"['NRC', 'NRD', 'R', 'DP']",Plötzetal West DC,51.655961,11.817886,06420,06420 Könnern,Tank & Rast
5174,2021-11-01,DE*UFC*E320118*3,9.59722953762663,22.1379501858513,2777.13972288388,528.901234172039,233887.451958593,in-service,alpitronic GmbH,HYC_300,22,32,Mennekes,22,AC,2020-11-30T15:37:10Z,2022-05-12T16:31:37Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Gütersloh Nord E.ON UFC-Chademo,51.866395,8.369457,33334,Gütersloh,UFC Germany (DE*UFC)
5175,2021-04-01,DE*EDR*E99000520*2,-12.3144917450326,-15.3607583574081,-10031.5593565919,-466.989147217155,-213750.314660062,in-service,EFACEC,Efapower-EV QC45,43,63,Mennekes,43,AC,2020-01-30T12:43:02Z,2022-04-24T18:29:59Z,"['NRC', 'NRD', 'R', 'DP']",Osterfeld Ost DC - außer Betrieb,51.105607,11.957291,06721,06721 Teuchern,Tank & Rast
5177,2021-08-01,DE*EDR*E11000319*2,-1.74303716122984,-41.6251790233506,-791.62954350548,-909.669615273039,-291044.499900854,in-service,ABB,MD_TERRA_53,50,73,CCS,50,DC,2020-10-22T07:42:58Z,2022-05-12T16:35:39Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Hohe Mark Ost,51.771942,7.177018,45721,Haltern am See,Tank & Rast
5179,2018-10-01,DE*EDR*E02100058*1,-7.07332412086303,-6.72535583296424,3284.97370608144,-246.151070690137,-148586.276146409,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:41:12Z,"['R', 'DP']",Oberlausitz Süd DC,51.198028,14.330231,02625,02625 Bautzen,Tank & Rast
5180,2021-04-01,DE*UFC*E210015*1,-67.52736155672,-24.673716558569,-13714.0654227696,-2337.21976008323,-1569831.64843234,in-service,EFACEC,Efacec_160kw,161,234,CCS,160,DC,2020-10-29T15:47:25Z,2022-05-12T16:43:48Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Vierwinden Süd E.ON UFC,51.125661,6.602056,41516,Grevenbroich,UFC Germany (DE*UFC)
5181,2022-02-01,DE*UFC*E320114*2,-18.6329915720287,10.5781446121837,-7395.17357179371,-623.063688558325,-633575.027856775,in-service,alpitronic GmbH,HYC_300,60,87,CHAdeMO,"62,5",DC,2021-09-13T15:08:59Z,2022-05-12T16:31:25Z,"['NRC', 'NRD', 'R', 'DP']",Stolper Heide E.ON UFC 2-CCS,52.640926,13.244108,16540,Hohen Neuendorf,UFC Germany (DE*UFC)
5182,2021-03-01,DE*UFC*E110027*1,-41.1909087921069,0.26347588539516,-5482.80423234998,-1195.33637554087,-1198766.08687961,in-service,ABB,MD_HVC_CAR,350,508,CHAdeMO,175,DC,2020-07-20T12:55:33Z,2022-05-12T16:40:42Z,"['NRC', 'NRD', 'R', 'DP']",Dannstadt Ost E.ON UFC 4,49.410137,8.341664,67105,Dannstadt-Schauernheim,UFC Germany (DE*UFC)
5183,2021-04-01,DE*EDR*E21000126*1,14.3972602816408,-1.74636854454555,3231.52767400389,260.428477160338,366724.184691321,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-09-15T10:37:25Z,2022-05-12T16:41:10Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Hösel Ost DC,51.326179,6.891523,40883,Ratingen,Tank & Rast
5184,2019-09-01,DE*EDR*E12100066*1,0.823291774599028,-7.06529115857028,5631.33986911678,-68.942159037598,128073.330837388,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-01-30T10:12:32Z,2022-05-12T16:35:03Z,"['R', 'DP']",Prignitz Ost DC,53.115207,12.469085,16909,16909 Heiligengrabe,Tank & Rast
5186,2018-12-01,DE*EDR*E62100025*1,36.2660486696228,-2.248201737332,3783.89999929564,987.120723498853,636084.280048913,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-01-29T13:15:49Z,2022-05-12T16:41:37Z,"['R', 'DP']",Gräfenhausen West DC,49.946431,8.608135,64331,64331 Weiterstadt,Tank & Rast
5187,2022-01-01,DE*UFC*E110127*1,-21.2262979431489,-1.26391033944888,8305.15264611979,-827.626370969203,-488429.078055098,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2021-09-27T10:16:56Z,2022-05-12T16:33:17Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Frankenwald Ost E.ON UFC 4,50.404059,11.773043,95180,Berg,UFC Germany (DE*UFC)
5188,2022-01-01,DE*UFC*E320114*1,2.95167397913975,7.33184424728727,505.457847888807,20.1660489658882,-24248.1121729789,in-service,alpitronic GmbH,HYC_300,150,218,CCS,300,DC,2021-09-13T15:08:59Z,2022-05-12T16:31:25Z,"['NRC', 'NRD', 'R', 'DP']",Stolper Heide E.ON UFC 2-CCS,52.640926,13.244108,16540,Hohen Neuendorf,UFC Germany (DE*UFC)
5190,2021-10-01,DE*UFC*E110108*1,-17.9031640820302,-0.393891747403092,8191.20522026584,-522.505710555295,-231299.201605276,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2021-03-19T05:30:51Z,2022-05-12T16:30:48Z,"['NRC', 'NRD', 'R', 'DP']",Bühleck Süd E.ON UFC 2,51.381184,9.239494,34289,Zierenberg,UFC Germany (DE*UFC)
5191,2019-12-01,DE*EDR*E02100018*2,-5.56259881587868,-13.9589871850255,-9009.64296355163,-286.258978764408,-111205.186306044,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T08:35:23Z,2022-05-12T16:37:48Z,"['R', 'DP']",Dresdner Tor Süd DC,51.060482,13.572325,01723,01723 Wilsdruff,Tank & Rast
5192,2020-02-01,DE*EDR*E22100036*1,-6.6989169008764,3.07397053442684,2641.07614467312,-179.102744854157,-106219.418616822,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:33:55Z,"['R', 'DP']",Raststätte Hüttener Berge West DC,54.363349,9.671023,24791,Alt-Duvenstedt,Tank & Rast
5193,2022-03-01,DE*EDR*E21000141*1,19.7966682061807,6.67052002034129,6664.85588252336,774.362310528163,467680.171837958,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-11-11T15:06:16Z,2022-05-12T16:36:35Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Hochfelln Nord DC,47.828935,12.590243,83346,Bergen (Chiemgau),Tank & Rast
5194,2021-11-01,DE*UFC*E110124*1,-43.241025741489,-1.03622948703607,5175.4570657217,-1396.43470751996,-1215121.90733514,in-service,ABB,MD_HVC_CAR,175,254,CHAdeMO,175,DC,2021-09-10T07:18:45Z,2022-05-12T16:38:05Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Frankenwald Ost E.ON UFC 1,50.404144,11.772845,95180,Berg,UFC Germany (DE*UFC)
5195,2021-08-01,DE*UFC*E210025*1,-19.8453831105591,3.03473705631048,11221.9663899587,-791.540360596603,111572.683028178,in-service,EFACEC,Efacec_160kw,161,234,CCS,160,DC,2020-11-09T11:41:23Z,2022-05-12T16:33:12Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Seeberg West E.ON UFC,52.542215,13.689707,15366,Neuenhagen bei Berlin,UFC Germany (DE*UFC)
5197,2022-04-01,DE*EDR*E21000188*1,-33.6625672142714,11.1926416413456,13707.7523632541,-836.522154845974,-387143.493336595,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-10-28T08:46:33Z,2022-05-12T16:35:25Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Lechwiesen Nord AC,48.058901,10.845777,86899,Landsberg am Lech,Tank & Rast
5198,2020-04-01,DE*EDR*E02100072*1,-20.2088200682064,-0.0701976101240085,2280.55179580715,-588.175327599788,-376396.759558062,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:40:02Z,"['R', 'DP']",Rohnetal Nord DC,51.435207,11.426726,06542,06542 Wolferstedt,Tank & Rast
5199,2021-06-01,DE*EDR*E02100073*1,-4.05113547024381,5.18753108382039,4151.56567516995,-14.7809343381753,-58365.9800687626,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:28:55Z,"['R', 'DP']",Rohnetal Süd DC,51.432622,11.423106,06542,06542 Wolferstedt,Tank & Rast
5200,2021-10-01,DE*EDR*E21000230*2,2.44836903689658,-5.47604319033026,4555.88125939949,45.1725307520399,507847.720651268,out-of-service,EFACEC,Efapower-EV QC,22,32,Mennekes,22,AC,2020-10-22T07:49:21Z,2022-05-12T16:34:45Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Fürholzen West 2 DC,48.337465,11.608238,85376,Neufahrn bei Freising,Tank & Rast
5201,2021-07-01,DE*UFC*E320110*2,-62.8895279370995,-13.8219023084738,-11716.5057802443,-1725.81100035069,-1653453.09218038,in-service,alpitronic GmbH,HYC_300,100,145,CHAdeMO,"62,5",DC,2020-10-28T10:39:19Z,2022-05-12T16:43:48Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Siegburg Ost AC,50.80941,7.220012,53721,Siegburg,UFC Germany (DE*UFC)
5202,2020-01-01,DE*EDR*E62100049*2,4.22157020707535,-2.97437231109975,-6334.52445390493,27.4471325239889,-169595.615464511,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-29T12:05:41Z,2022-05-12T16:42:49Z,"['R', 'DP']",Medenbach Ost DC,50.096868,8.353418,65207,65207 Wiesbaden,Tank & Rast
5203,2021-08-01,DE*EDR*E82100083*1,52.6761908207498,-2.58319484565038,6805.73569333996,1514.30911585704,1110464.95210929,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2018-02-05T08:35:23Z,2022-05-12T16:43:46Z,"['R', 'DP']",Vaterstetten Ost DC,48.124006,11.759489,85622,Vaterstetten,Tank & Rast
5205,2019-01-01,DE*EDR*E62100049*2,-16.7784297929247,-1.01953360142233,-1680.29219584042,-533.552867476011,-208123.615464511,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-01-29T12:05:41Z,2022-05-12T16:42:49Z,"['R', 'DP']",Medenbach Ost DC,50.096868,8.353418,65207,65207 Wiesbaden,Tank & Rast
5206,2021-04-01,DE*EDR*E11000139*2,12.406978068515,-3.98385406153698,4094.10609908148,360.622522249921,167066.785684309,in-service,ABB,MD_TERRA_53,50,73,CCS,50,DC,2018-03-02T05:48:43Z,2021-12-30T15:21:02Z,"['NRC', 'NRD', 'R', 'DP']",Am Biggenkopf Nord AC,51.498695,8.987148,34474,Diemelstadt Wrexen,Tank & Rast
5207,2021-04-01,DE*EDR*E92100078*2,-11.8642568095773,-11.0593425326894,-7207.02877258082,-506.233165985992,-288890.735501939,in-service,EFACEC,Efapower-EV QC,43,63,Mennekes,22,AC,2018-02-05T08:35:23Z,2022-05-12T16:32:07Z,"['R', 'DP']",Thüringer Wald Nord DC,50.726515,10.842037,99331,98716 Geraberg,Tank & Rast
5208,2021-03-01,DE*UFC*E110015*1,-26.2184080582686,21.5495219787979,6556.56479074804,-538.988213183025,-665840.569684922,in-service,ABB,MD_HVC_CAR,350,508,CHAdeMO,175,DC,2020-06-09T10:23:36Z,2022-05-12T16:29:05Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Ellund West E.ON UFC 1,54.803376,9.328767,24983,Handewitt,UFC Germany (DE*UFC)
5209,2021-05-01,DE*EDR*E21000171*1,-10.6725334577439,2.09499973267449,4108.77032431426,-382.799070796923,-54035.7353784,in-service,EFACEC,Efapower-EV QC,50,73,CCS,50,DC,2020-10-19T09:42:01Z,2022-05-12T16:35:32Z,"['NRC', 'NRD', 'R', 'DP']",Raststätte Altenburger Land Nord AC,50.860779,12.308123,04626,Schmölln,Tank & Rast
